iter	Passed	Remaining
471	678	758
472	678	756
473	684	759
474	685	757
475	685	754
476	686	752
477	687	750
478	688	748
479	689	746
480	689	744
481	691	742
482	692	740
483	693	739
484	697	740
485	698	738
486	698	736
487	699	734
488	700	731
489	701	729
490	702	727
491	702	725
492	703	723
493	704	721
494	705	719
495	705	717
496	707	715
497	707	713
498	708	711
499	710	710
500	711	708
501	711	706
502	712	704
503	713	702
504	714	700
505	715	698
506	715	695
507	716	693
508	717	691
509	718	690
510	719	688
511	719	686
512	720	684
513	721	682
514	722	680
515	722	678
516	725	677
517	726	676
518	727	674
519	728	672
520	728	670
521	729	668
522	730	666
523	731	664
524	732	662
525	732	660
526	733	658
527	734	656
528	735	654
529	736	652
530	736	650
531	737	648
532	742	650
533	742	648
534	743	646
535	744	644
536	745	642
537	746	640
538	746	638
539	747	636
540	748	635
541	749	633
542	750	631
543	750	629
544	751	627
545	752	625
546	755	625
547	756	623
548	757	621
549	757	620
550	758	618
551	760	616
552	761	615
553	762	613
554	762	611
555	763	609
556	764	607
557	765	606
558	765	604
559	766	602
560	767	600
561	771	601
562	772	599
563	773	598
564	774	596
565	775	594
566	776	592
567	776	590
568	777	588
569	778	587
570	779	585
571	779	583
572	780	581
573	781	580
574	782	578
575	783	576
576	785	575
577	786	574
578	787	572
579	788	570
580	788	568
581	789	567
582	790	565
583	791	563
584	792	561
585	792	560
586	793	558
587	794	556
588	795	554
589	795	553
590	796	551
591	797	549
592	798	548
593	799	546
594	800	544
595	801	542
596	801	541
597	802	539
598	803	537
599	804	536
600	805	534
601	805	532
602	806	530
603	807	529
604	808	527
605	808	525
606	813	526
607	814	525
608	815	523
609	816	521
610	817	520
611	818	518
612	818	516
613	819	515
614	820	513
615	821	511
616	821	510
617	822	508
618	823	506
619	824	505
620	830	506
621	830	504
622	831	503
623	832	501
624	833	499
625	833	498
626	834	496
627	835	494
628	836	493
629	837	491
630	837	489
631	838	488
632	839	486
633	841	486
634	842	484
635	843	482
636	844	481
637	845	479
638	846	478
639	847	476
640	848	474
641	848	473
642	849	471
643	850	470
644	851	468
645	851	466
646	853	465
647	854	464
648	859	464
649	860	463
650	861	461
651	862	460
652	862	458
653	863	456
654	864	455
655	865	453
656	865	452
657	866	450
658	867	448
659	868	447
660	869	445
661	872	445
662	873	443
663	873	442
664	874	440
665	875	439
666	876	437
667	877	435
668	877	434
669	878	432
670	879	431
671	880	429
672	881	428
673	881	426
674	882	425
675	883	423
676	886	422
677	887	421
678	888	419
679	888	418
680	889	416
681	890	415
682	891	413
683	892	412
684	892	410
685	893	408
686	894	407
687	895	405
688	895	404
689	896	402
690	897	401
691	898	399
692	901	399
693	902	397
694	903	396
695	903	394
696	904	393
697	905	391
698	906	390
699	906	388
700	907	387
701	908	385
702	909	384
703	910	382
704	910	381
705	911	379
706	912	378
707	913	376
708	917	376
709	918	375
710	919	373
711	919	372
712	920	370
713	921	369
714	922	367
715	923	366
716	923	364
717	924	363
718	925	361
719	926	360
720	926	358
721	927	357
722	928	355
723	929	354
724	930	352
725	931	351
726	931	349
727	933	348
728	933	347
729	934	345
730	935	344
731	936	342
732	937	341
733	937	339
734	938	338
735	939	337
736	940	335
737	941	334
738	942	332
739	943	331
740	944	330
741	944	328
742	945	327
743	947	325
744	947	324
745	948	323
746	949	321
747	950	320
748	951	318
749	951	317
750	952	315
751	953	314
752	954	313
753	956	312
754	957	310
755	958	309
756	959	308
757	960	306
758	961	305
759	962	303
760	962	302
761	963	301
762	964	299
763	965	298
764	966	296
765	966	295
766	967	293
767	968	292
768	972	292
769	974	291
770	976	289
771	976	288
772	977	287
773	978	285
774	979	284
775	980	282
776	980	281
777	981	280
778	982	278
779	983	277
780	984	275
781	989	275
782	991	274
783	991	273
784	992	271
785	993	270
786	994	269
787	995	267
788	996	266
789	997	265
790	998	263
791	998	262
792	1001	261
793	1002	260
794	1003	258
795	1004	257
796	1005	256
797	1006	254
798	1007	253
799	1008	252
800	1008	250
801	1009	249
802	1010	247
803	1011	246
804	1011	245
805	1012	243
806	1013	242
807	1014	241
808	1015	239
809	1016	238
810	1017	237
811	1018	235
812	1019	234
813	1020	233
814	1021	231
815	1021	230
816	1022	229
817	1023	227
818	1024	226
819	1024	224
820	1025	223
821	1026	222
822	1027	220
823	1030	220
824	1031	218
825	1032	217
826	1033	216
827	1033	214
828	1035	213
829	1036	212
830	1036	210
831	1037	209
832	1038	208
833	1039	206
834	1040	205
835	1041	204
836	1042	202
837	1047	202
838	1048	201
839	1049	199
840	1050	198
841	1050	197
842	1051	195
843	1052	194
844	1053	193
845	1053	191
846	1054	190
847	1055	189
848	1056	187
849	1057	186
850	1060	185
851	1060	184
852	1061	182
853	1062	181
854	1063	180
855	1064	179
856	1065	177
857	1066	176
858	1067	175
859	1068	173
860	1068	172
861	1069	171
862	1070	170
863	1071	168
864	1072	167
865	1074	166
866	1075	165
867	1076	163
868	1077	162
869	1078	161
870	1079	159
871	1080	158
872	1081	157
873	1082	156
874	1083	154
875	1084	153
876	1091	153
877	1093	151
878	1095	150
879	1096	149
880	1098	148
881	1100	147
882	1106	146
883	1108	145
884	1112	144
885	1113	143
886	1114	141
887	1115	140
888	1116	139
889	1117	138
890	1118	136
891	1119	135
892	1120	134
893	1121	132
894	1122	131
895	1122	130
896	1123	129
897	1124	127
898	1128	126
899	1130	125
900	1131	124
901	1132	123
902	1134	121
903	1135	120
904	1136	119
905	1136	117
906	1137	116
907	1138	115
908	1139	114
909	1140	112
910	1147	112
911	1148	110
912	1149	109
913	1150	108
914	1150	106
915	1151	105
916	1152	104
917	1153	103
918	1154	101
919	1154	100
920	1155	99
921	1159	98
922	1160	96
923	1161	95
924	1162	94
925	1163	92
926	1164	91
927	1165	90
928	1166	89
929	1167	87
930	1167	86
931	1168	85
932	1169	83
933	1170	82
934	1171	81
935	1172	80
936	1173	78
937	1174	77
938	1175	76
939	1176	75
940	1176	73
941	1177	72
942	1178	71
943	1179	69
944	1179	68
945	1180	67
946	1181	66
947	1182	64
948	1183	63
949	1183	62
950	1184	61
951	1185	59
952	1188	58
953	1189	57
954	1189	56
955	1190	54
956	1191	53
957	1192	52
958	1193	51
959	1194	49
960	1194	48
961	1195	47
962	1196	45
963	1197	44
964	1198	43
965	1198	42
966	1199	40
967	1204	39
968	1205	38
969	1205	37
970	1206	36
971	1207	34
972	1208	33
973	1209	32
974	1209	31
975	1210	29
976	1211	28
977	1212	27
978	1213	26
979	1213	24
980	1214	23
981	1218	22
982	1219	21
983	1220	19
984	1221	18
985	1222	17
986	1223	16
987	1224	14
988	1225	13
989	1225	12
990	1226	11
991	1227	9
992	1228	8
993	1228	7
994	1229	6
995	1232	4
996	1233	3
997	1234	2
998	1235	1
999	1235	0
